level,frequency,word_plain,reading
N4,未分频,詳しい,くわしい
N2,高频,賞,しょう
N1,中频,賞味期限,しょうみきげん
N3,低频,上級,じょうきゅう
N2,高频,上達,じょうたつ
N3,高频,乗せる,のせる
N2,低频,乗客,じょうきゃく
N3,低频,乗車,じょうしゃ
N2,高频,場面,ばめん
N3,中频,常に,つねに
N2,高频,常識,じょうしき
N2,高频,条件,じょうけん
N2,高频,状況,じょうきょう
N4,未分频,状態,じょうたい
N3,中频,畳む,たたむ
N2,中频,蒸し暑い,むしあつい
N1,高频,蒸気,じょうき
N2,高频,譲る,ゆずる
N3,中频,飾り,かざり
N3,高频,拭く,ふく
N2,高频,職業,しょくぎょう
N2,高频,職場,しょくば
N4,未分频,触る,さわる
N3,中频,触れる,ふれる
N2,低频,食う,くう
N3,中频,食器,しょっき
N2,高频,食費,しょくひ
N3,低频,食品,しょくひん
N2,高频,食物,しょくもつ
N3,中频,食欲,しょくよく
N4,未分频,食料,しょくりょう
N1,中频,尻尾,しっぽ
N3,高频,伸ばす,のばす
N3,低频,伸びる,のびる
N4,未分频,信用,しんよう
N2,高频,信頼,しんらい
N4,未分频,唇,くちびる
N3,低频,心臓,しんぞう
N2,高频,心理,しんり
N3,中频,振る,ふる
N2,中频,振る舞う,ふるまう
N2,高频,新た,あらた
N4,未分频,新幹線,しんかんせん
N3,低频,森林,しんりん
N2,高频,深まる,ふかまる
N2,高频,深刻,しんこく
N3,高频,申し込む,もうしこむ
N3,中频,申し訳ない,もうしわけない
N1,低频,真っ赤,まっか
N2,中频,真っ白,まっしろ
N2,高频,真似,まね
N2,中频,真似る,まねる
N3,低频,親指,おやゆび
N3,低频,親友,しんゆう
N3,中频,診察,しんさつ
N4,未分频,身,み
N3,中频,身長,しんちょう
N2,高频,身分,みぶん
N3,中频,進学,しんがく
N3,中频,進歩,しんぽ
N3,低频,針,はり
N2,低频,震える,ふるえる
N1,高频,人事,じんじ
N3,中频,人生,じんせい
N2,高频,人物,じんぶつ
N3,低频,酢,す
N3,中频,図,ず
N1,中频,水蒸気,すいじょうき
N2,高频,水分,すいぶん
N2,高频,睡眠,すいみん
N4,未分频,数える,かぞえる
N2,高频,性質,せいしつ
N2,高频,性能,せいのう
N3,中频,性別,せいべつ
N3,高频,成績,せいせき
N2,高频,成立,せいりつ
N2,高频,政府,せいふ
N2,中频,正に,まさに
N4,未分频,正確,せいかく
N2,中频,正式,せいしき
N4,未分频,正直,しょうじき
N3,低频,正面,しょうめん
N3,低频,生,なま
N2,中频,生き生き,いきいき
N3,中频,生き物,いきもの
N3,低频,生け花,いけばな
N2,高频,生じる,しょうじる
N3,高频,生まれ,うまれ
N2,低频,生存,せいぞん
N2,中频,生地,きじ
N3,低频,生年月日,せいねんがっぴ
N3,低频,生物,せいぶつ
N2,中频,生命,せいめい
N2,中频,製作,せいさく
N3,高频,製品,せいひん
N3,低频,税金,ぜいきん
N3,中频,惜しい,おしい
N3,中频,石油,せきゆ
N2,高频,積む,つむ
N2,中频,積もる,つもる
N2,高频,責任,せきにん
N2,高频,設計,せっけい
N2,高频,設備,せつび
N2,高频,節約,せつやく
N2,低频,絶えず,たえず
N4,未分频,絶対,ぜったい
N2,高频,先ほど,さきほど
N3,高频,先日,せんじつ
N3,高频,宣伝,せんでん
N2,中频,専攻,せんこう
N2,低频,尖る,とがる
N4,未分频,戦う,たたかう
N3,中频,洗剤,せんざい
N3,中频,羨ましい,うらやましい
N2,高频,選挙,せんきょ
N3,高频,選択,せんたく
N3,低频,前後,ぜんご
N2,中频,全身,ぜんしん
N4,未分频,全体,ぜんたい
N1,高频,祖先,そせん
N2,高频,素直,すなお
N3,高频,素敵,すてき
N3,中频,組み立てる,くみたてる
N4,未分频,組む,くむ
N1,中频,組合,くみあい
N2,中频,ねずみ,ねずみ
N2,中频,創作,そうさく
N3,中频,倉庫,そうこ
N2,高频,爽やか,さわやか
N3,中频,想像,そうぞう
N3,低频,掃く,はく
N2,中频,操作,そうさ
N2,高频,争う,あらそう
N4,未分频,相手,あいて
N2,中频,送別,そうべつ
N1,低频,霜,しも
N2,中频,騒音,そうおん
N3,高频,増やす,ふやす
N3,中频,増加,ぞうか
N3,中频,憎らしい,にくらしい
N4,未分频,息,いき
N2,中频,足下,あしもと
N1,中频,足首,あしくび
N2,低频,速達,そくたつ
N3,低频,速度,そくど
N3,低频,袖,そで
N2,高频,存在,そんざい
N3,中频,尊敬,そんけい
N2,高频,損,そん
N4,未分频,他人,たにん
N3,高频,多少,たしょう
N2,高频,打ち合わせ,うちあわせ
N4,未分频,体育,たいいく
N3,中频,体重,たいじゅう
N3,高频,対する,たいする
N2,高频,対策,たいさく
N1,中频,対照,たいしょう
N2,高频,対象,たいしょう
N3,中频,待ち合わせる,まちあわせる
N1,低频,怠ける,なまける
N3,中频,滞在,たいざい
N3,高频,代金,だいきん
N3,中频,代表,だいひょう
N3,高频,大会,たいかい
N1,中频,大気,たいき
N1,低频,大工,だいく
N3,中频,大小,だいしょう
N2,高频,大臣,だいじん
N4,未分频,大勢,おおぜい
N1,低频,大陸,たいりく
N4,未分频,第一,だいいち
N3,低频,単位,たんい
N3,低频,単語,たんご
N2,高频,短期,たんき
N2,低频,短所,たんしょ
N2,高频,段階,だんかい
N3,低频,男子,だんし
N3,中频,知識,ちしき
N2,中频,知人,ちじん
N2,高频,地域,ちいき
N2,高频,地方,ちほう
N3,低频,地味,じみ
N4,未分频,遅刻,ちこく
N3,中频,着替え,きがえ
N3,中频,中身,なかみ
N1,低频,中年,ちゅうねん
N3,中频,仲,なか
N4,未分频,仲間,なかま
N4,未分频,昼寝,ひるね
N3,低频,注ぐ,そそぐ
N3,高频,注文,ちゅうもん
N2,高频,注目,ちゅうもく
N2,中频,著者,ちょしゃ
N4,未分频,貯金,ちょきん
N3,中频,眺める,ながめる
N3,高频,調査,ちょうさ
N4,未分频,調子,ちょうし
N2,高频,調節,ちょうせつ
N2,高频,長期,ちょうき
N2,高频,長所,ちょうしょ
N2,低频,長方形,ちょうほうけい
N1,高频,頂戴,ちょうだい
N4,未分频,直接,ちょくせつ
N3,中频,沈む,しずむ
N4,未分频,珍しい,めずらしい
N3,低频,追う,おう
N4,未分频,痛み,いたみ
N3,低频,痛む,いたむ
N2,中频,通過,つうか
N3,中频,通学,つうがく
N3,高频,通勤,つうきん
N3,低频,通行,つうこう
N2,高频,通信,つうしん
N3,中频,通知,つうち
N3,中频,通訳,つうやく
N2,高频,潰す,つぶす
N1,低频,爪,つめ
N3,中频,釣り,つり
N2,高频,低下,ていか
N3,低频,停電,ていでん
N3,低频,定員,ていいん
N3,低频,定期券,ていきけん
N2,高频,提案,ていあん
N2,高频,提出,ていしゅつ
N3,中频,程度,ていど
N3,高频,締める,しめる
N3,中频,締め切り,しめきり
N2,中频,締め切る,しめきる
N3,高频,諦める,あきらめる
N3,低频,敵,てき
N3,中频,適当,てきとう
N3,低频,鉄,てつ
N3,中频,鉄道,てつどう
N1,高频,天然,てんねん
N1,高频,転がる,ころがる
N3,低频,点く,つく
N3,中频,点数,てんすう
N2,高频,伝統,でんとう
N4,未分频,電子,でんし
N1,低频,電線,でんせん
N3,低频,電卓,でんたく
N3,低频,電池,でんち
N3,中频,吐く,はく
N3,中频,登山,とざん
N3,中频,登場,とうじょう
N2,中频,都心,としん
N4,未分频,努力,どりょく
N4,未分频,土,つち
N3,中频,怒鳴る,どなる
N3,中频,凍る,こおる
N2,低频,盗難,とうなん
N4,未分频,当たり前,あたりまえ
N3,高频,当日,とうじつ
N2,低频,答案,とうあん
N1,高频,統計,とうけい
N4,未分频,到着,とうちゃく
N2,低频,踏み切り,ふみきり
N3,低频,頭痛,ずつう
N4,未分频,動かす,うごかす
N3,低频,動作,どうさ
N3,低频,同時,どうじ
N3,中频,憧れる,あこがれる
N3,高频,道路,どうろ
N2,高频,得,とく
N3,中频,得る,える
N4,未分频,得意,とくい
N2,中频,特色,とくしょく
N3,高频,特徴,とくちょう
N3,低频,毒,どく
N2,高频,独特,どくとく
N3,高频,突然,とつぜん
N4,未分频,届く,とどく
N3,低频,日帰り,ひがえり
N3,高频,日常,にちじょう
N3,高频,日程,にってい
N2,高频,日当たり,ひあたり
N2,高频,日付,ひづけ
N2,中频,入場,にゅうじょう
N3,中频,入力,にゅうりょく
N3,高频,年寄り,としより
N2,高频,年代,ねんだい
N3,中频,年齢,ねんれい
N1,低频,燃やす,もやす
N3,高频,悩む,なやむ
N3,高频,納得,なっとく
N2,高频,能率,のうりつ
N2,高频,能力,のうりょく
N2,高频,農家,のうか
N3,中频,農業,のうぎょう
N2,中频,農作物,のうさくぶつ
N2,中频,農産物,のうさんぶつ
N1,低频,農村,のうそん
N1,低频,農民,のうみん
N3,低频,波,なみ
N3,中频,派手,はで
N3,中频,破る,やぶる
N3,中频,破れる,やぶれる
N2,高频,俳優,はいゆう
N2,中频,背負う,せおう
N3,低频,梅,うめ
N3,中频,売り切れる,うりきれる
N2,高频,売れ行き,うれゆき
N3,中频,剝く,むく
N2,中频,拍手,はくしゅ
N3,中频,泊める,とめる
N4,未分频,肌,はだ
N3,高频,畑,はたけ
N5,未分频,八百屋,やおや
N4,未分频,発見,はっけん
N2,高频,発達,はったつ
N3,中频,発売,はつばい
N3,高频,発表,はっぴょう
N2,中频,発明,はつめい
N2,高频,抜く,ぬく
N3,低频,抜ける,ぬける
N2,高频,伴う,ともなう
N2,高频,判断,はんだん
N2,高频,反抗,はんこう
N2,中频,反面,はんめん
N1,中频,犯す,おかす
N1,中频,犯罪,はんざい
N2,高频,範囲,はんい
N2,高频,批判,ひはん
N3,中频,比較,ひかく
N2,中频,皮膚,ひふ
N4,未分频,秘密,ひみつ
N2,高频,費用,ひよう
N2,低频,飛び込む,とびこむ
N3,低频,飛び出す,とびだす
N3,中频,美容,びよう
N3,低频,膝,ひざ
N1,低频,肘,ひじ
N3,中频,必ずしも,かならずしも
N2,高频,必死,ひっし
N3,低频,筆者,ひっしゃ
N3,中频,紐,ひも
N3,低频,氷,こおり
N3,高频,表,ひょう
N2,低频,表れる,あらわれる
N3,低频,表現,ひょうげん
N2,低频,表示,ひょうじ
N2,高频,表情,ひょうじょう
N3,中频,表面,ひょうめん
N3,高频,描く,えがく
N3,中频,描く,かく
N3,中频,秒,びょう
N3,低频,品,しな
N4,未分频,品,ひん
N3,中频,貧しい,まずしい
N4,未分频,不安,ふあん
N1,高频,不幸,ふこう
N4,未分频,不思議,ふしぎ
N3,中频,不足,ふそく
N1,中频,不注意,ふちゅうい
N4,未分频,不満,ふまん
N3,中频,付き合う,つきあう
N2,低频,付近,ふきん
N2,高频,布,ぬの
N2,中频,敷く,しく
N2,高频,普及,ふきゅう
N2,高频,浮かぶ,うかぶ
N2,中频,浮かべる,うかべる
N3,低频,父母,ふぼ
N2,高频,舞台,ぶたい
N3,中频,部品,ぶひん
N3,高频,部分,ぶぶん
N2,高频,風景,ふうけい
N2,高频,幅,はば
N2,中频,覆う,おおう
N1,低频,沸かす,わかす
N3,低频,物価,ぶっか
N2,高频,物事,ものごと
N3,高频,分,ぶん
N3,中频,粉,こな
N2,高频,雰囲気,ふんいき
N3,高频,文句,もんく
N2,中频,平ら,たいら
N3,中频,平気,へいき
N3,中频,平均,へいきん
N3,低频,平等,びょうどう
N4,未分频,平日,へいじつ
N3,中频,柄,がら
N4,未分频,閉じる,とじる
N3,中频,癖,くせ
N3,中频,別々,べつべつ
N3,中频,別れ,わかれ
N2,高频,変更,へんこう
N3,低频,片道,かたみち
N2,高频,保存,ほぞん
N1,低频,捕まる,つかまる
N3,中频,歩道,ほどう
N3,高频,募集,ぼしゅう
N2,中频,暮れ,くれ
N1,低频,暮れる,くれる
N3,中频,包み,つつみ
N3,中频,包丁,ほうちょう
N2,中频,崩す,くずす
N3,中频,抱く,いだく
N3,低频,抱く,だく
N2,中频,放す,はなす
N3,低频,放る,ほうる
N2,低频,方面,ほうめん
N3,中频,訪問,ほうもん
N3,中频,飽きる,あきる
N1,低频,坊ちゃん,ぼっちゃん
N2,高频,望む,のぞむ
N4,未分频,貿易,ぼうえき
N3,高频,防ぐ,ふせぐ
N1,高频,防止,ぼうし
N4,未分频,頬,ほお
N2,高频,ほんの,ほんの
N3,高频,本人,ほんにん
N4,未分频,本物,ほんもの
N3,中频,埋める,うめる
N2,高频,末,すえ
N3,低频,満点,まんてん
N1,低频,味見,あじみ
N3,中频,未来,みらい
N2,高频,魅力,みりょく
N3,低频,夢中,むちゅう
N2,高频,無し,なし
N2,高频,無視,むし
N4,未分频,無事,ぶじ
N3,高频,無料,むりょう
N1,低频,霧,きり
N3,中频,名刺,めいし
N1,低频,名詞,めいし
N2,高频,名所,めいしょ
N2,中频,名人,めいじん
N2,低频,名物,めいぶつ
N2,低频,命じる,めいじる
N4,未分频,命令,めいれい
N3,低频,明ける,あける
N2,高频,明らか,あきらか
N3,中频,免許,めんきょ
N3,中频,面接,めんせつ
N3,高频,面倒,めんどう
N3,高频,目標,もくひょう
N2,高频,目立つ,めだつ
N2,高频,役,やく
N2,高频,役割,やくわり
N3,高频,役所,やくしょ
N2,高频,役立つ,やくだつ
N3,低频,約,やく
N3,中频,訳,わけ
N2,中频,愉快,ゆかい
N4,未分频,輸出,ゆしゅつ
N4,未分频,輸入,ゆにゅう
N2,高频,優秀,ゆうしゅう
N3,高频,優勝,ゆうしょう
N4,未分频,友人,ゆうじん
N2,高频,有効,ゆうこう
N2,高频,有り難い,ありがたい
N4,未分频,誘う,さそう
N2,高频,予算,よさん
N2,高频,予測,よそく
N3,高频,予報,よほう
N2,高频,余裕,よゆう
N3,高频,与える,あたえる
N2,高频,幼い,おさない
N2,低频,揚げる,あげる
N5,未分频,曜日,ようび
N2,中频,溶かす,とかす
N2,高频,要求,ようきゅう
N2,低频,翼,つばさ
N1,中频,裸,はだか
N3,低频,来店,らいてん
N3,中频,頼る,たよる
N3,高频,落ち着く,おちつく
N2,高频,利益,りえき
N2,中频,利口,りこう
N3,低频,理科,りか
N3,低频,理想,りそう
N3,中频,離す,はなす
N2,中频,立ち上がる,たちあがる
N2,高频,立場,たちば
N4,未分频,流す,ながす
N3,高频,流れ,ながれ
N3,高频,流行,りゅうこう
N2,低频,留まる,とまる
N2,中频,留める,とめる
N3,中频,留守番,るすばん
N3,中频,旅,たび
N3,中频,両替,りょうがえ
N3,高频,量,りょう
N2,中频,例外,れいがい
N3,低频,冷ます,さます
N3,高频,冷める,さめる
N3,低频,冷やす,ひやす
N4,未分频,冷蔵,れいぞう
N2,高频,礼儀,れいぎ
N1,低频,列島,れっとう
N2,中频,恋人,こいびと
N1,低频,朗らか,ほがらか
N2,中频,老人,ろうじん
N2,中频,論,ろん
N4,未分频,和,わ
N4,未分频,和食,わしょく
N3,高频,話しかける,はなしかける
N3,高频,話し合う,はなしあう
N2,高频,話題,わだい
N3,中频,嗅ぐ,かぐ
N2,中频,埃,ほこり
N2,高频,曖昧,あいまい
N2,中频,洒落,しゃれ
N3,中频,かゆい,かゆい
N1,低频,〜隻,〜せき
N1,低频,〜殿,〜どの
N2,低频,〜がち,〜がち
N2,低频,〜がる,〜がる
N2,高频,づらい,づらい
N2,低频,〜ぽい,〜ぽい
N2,低频,〜み,〜み
N2,低频,〜羽,〜わ
N4,未分频,〜屋,〜や
N3,低频,箇所,かしょ
N1,高频,額,がく
N2,中频,換える,かえる
N5,未分频,〜口,〜くち
N3,中频,向き,むき
N3,低频,〜向け,〜むけ
N3,低频,〜合う,〜あう
N3,高频,込み,こみ
N3,高频,作り,つくり
N3,低频,産,さん
N3,低频,〜寺,〜じ
N5,未分频,手,しゅ
N3,低频,〜所,〜しょ
N3,低频,〜書,〜しょ
N3,低频,場,じょう
N5,未分频,心,しん
N3,中频,性,せい
N5,未分频,先,さき
N4,未分频,組,くみ
N3,低频,〜足,〜そく
N3,低频,〜通,〜つう
N4,未分频,〜的,〜てき
N2,高频,同士,どうし
N3,低频,〜泊,〜はく
N4,未分频,発,はつ
N3,低频,費,ひ
N2,低频,〜付き,〜つき
N4,未分频,部,ぶ
N4,未分频,歩,ほ
N2,高频,率,りつ
N3,低频,〜料,〜りょう
N4,未分频,アイデア,idea
N3,中频,あくび,あくび
N5,未分频,あと,あと
N3,低频,いくらでも,いくらでも
N1,低频,いじめ,いじめ
N2,中频,いっそ,いっそ
N2,高频,イベント,event
N1,低频,ウィンドー,window
N3,低频,うがい,うがい
N3,低频,うろうろ,うろうろ
N3,高频,おいて,おいて
N3,低频,おお,おお
N3,低频,オーダー,order
N3,低频,おむつ,おむつ
N5,未分频,お子さん,おこさん
N5,未分频,お昼,おひる
N3,低频,お年玉,おとしだま
N2,低频,ガード,guard
N3,低频,罹る,かかる
N3,高频,搔く,かく
N1,低频,がたがた,がたがた
N4,未分频,かっこいい,かっこいい
N2,低频,カップル,couple
N3,中频,カフェ,(フ) café
N3,中频,からから,からから
N3,中频,がらがら,がらがら
N3,低频,かわいらしい,かわいらしい
N1,高频,癌,がん
N2,高频,きのこ,きのこ
N2,中频,きらきら,きらきら
N3,中频,ぐらぐら,ぐらぐら
N3,中频,クリーム,cream
N5,未分频,こういう,こういう
N1,中频,こたつ,こたつ
N2,中频,この頃,このごろ
N3,中频,こぼす,こぼす
N3,中频,こぼれる,こぼれる
N3,低频,サークル,circle
N3,低频,ざあざあ,ざあざあ
N1,中频,サイエンス,science
N1,低频,ざっくり,ざっくり
N3,低频,サボる,さぼる
N1,低频,サラダ油,さらだゆ
N1,低频,しっくり,しっくり
N2,低频,仕様がない,しようがない
N2,中频,しわ,しわ
N2,高频,シンプル,simple
N1,低频,すくすく,すくすく
N3,中频,スケジュール,schedule
N2,高频,スタッフ,staff
N3,低频,ずるい,ずるい
N3,高频,その場,そのば
N3,高频,それでも,それでも
N2,中频,タイム,time
N3,中频,たった,たった
N4,未分频,ため,ため
N1,低频,ため息,ためいき
N3,中频,だるい,だるい
N3,低频,ちかちか,ちかちか
N2,高频,で,で
N2,低频,ティッシュ,tissue
N2,低频,どこまでも,どこまでも
N3,高频,ところが,ところが
N2,低频,どっぷり,どっぷり
N3,低频,ドレッシング,dressing
N2,中频,どれほど,どれほど
N3,高频,なぜか,なぜか
N3,高频,なんか,なんか
N2,高频,バーベキュー,barbecue
N2,中频,パワー,power
N2,低频,ハワイ,Hawaii
N1,中频,バンド,band
N3,低频,ピーマン,(フ) piment
N2,低频,ぴかぴか,ぴかぴか
N3,中频,ヒント,hint
N1,低频,ブラウス,blouse
N1,低频,ぷりぷり,ぷりぷり
N2,中频,べたべた,べたべた
N1,中频,ベビーカー,(和) baby car
N3,中频,ぺらぺら,ぺらぺら
N3,低频,ベンチ,bench
N3,中频,ホームステイ,homestay
N2,低频,ほかほか,ほかほか
N3,中频,まあ,まあ
N2,高频,まく,まく
N3,高频,マラソン,marathon
N2,低频,ミステリー,mystery
N1,低频,もくもく,もくもく
N3,高频,もったいない,もったいない
N1,中频,もむ,もむ
N2,高频,やりとり,やりとり
N3,中频,やり直す,やりなおす
N2,高频,やる気,やるき
N1,低频,よだれ,よだれ
N2,低频,より(副),より
N2,中频,ライフ,life
N3,低频,レシート,receipt
N3,中频,レシピ,recipe
N2,高频,レポーター,reporter
N3,低频,愛用,あいよう
N2,中频,悪口,わるくち
N2,低频,悪天候,あくてんこう
N4,未分频,宛先,あてさき
N1,低频,安静,あんせい
N3,中频,暗証番号,あんしょうばんごう
N3,低频,異常,いじょう
N3,中频,一応,いちおう
N3,高频,一時,いちじ
N1,中频,一周,いっしゅう
N3,高频,一人暮らし,ひとりぐらし
N3,低频,一晩,ひとばん
N3,低频,一部分,いちぶぶん
N1,低频,一方通行,いっぽうつうこう
N2,中频,印鑑,いんかん
N5,未分频,よる,よる
N2,中频,引かれる,ひかれる
N1,高频,引き起こす,ひきおこす
N3,低频,飲料,いんりょう
N5,未分频,右手,みぎて
N5,未分频,右側,みぎがわ
N4,未分频,運ぶ,はこぶ
N3,低频,運休,うんきゅう
N1,中频,運行,うんこう
N2,低频,運命,うんめい
N2,高频,映す,うつす
N1,低频,英文,えいぶん
N2,中频,衛星,えいせい
N3,中频,越える,こえる
N1,中频,延びる,のびる
N3,中频,汚す,よごす
N3,高频,応募,おうぼ
N2,中频,温暖化,おんだんか
N2,高频,下す,くだす
N4,未分频,仮名,かな
N2,中频,何だか,なんだか
N2,高频,何事,なにごと
N1,高频,加工,かこう
N3,低频,可,か
N3,中频,可能性,かのうせい
N1,中频,家屋,かおく
N1,中频,家畜,かちく
N2,中频,家電,かでん
N3,低频,花壇,かだん
N3,中频,花瓶,かびん
N2,低频,花粉症,かふんしょう
N4,未分频,過ごす,すごす
N1,低频,我,われ
N2,高频,我が,わが
N3,中频,画家,がか
N1,低频,画質,がしつ
N3,中频,会計,かいけい
N2,中频,会長,かいちょう
N3,高频,解決,かいけつ
N1,低频,解答,かいとう
N3,中频,回す,まわす
N3,中频,回り,まわり
N3,高频,回収,かいしゅう
N2,低频,懐中電灯,かいちゅうでんとう
N2,中频,改正,かいせい
N4,未分频,絵本,えほん
N1,低频,外貨,がいか
N3,中频,外食,がいしょく
N2,中频,外側,そとがわ
N2,低频,外来,がいらい
N2,中频,概念,がいねん
N3,低频,柿,かき
N3,低频,各〜,かく〜
N2,中频,拡張,かくちょう
N1,中频,核,かく
N1,中频,学長,がくちょう
N2,高频,学力,がくりょく
N3,低频,乾かす,かわかす
N2,中频,勘定,かんじょう
N3,低频,巻,かん
N2,中频,巻き込む,まきこむ
N3,中频,たまる,たまる
N1,中频,幹事,かんじ
N1,高频,缶詰,かんづめ
N2,高频,観,かん
N3,高频,観察,かんさつ
N2,高频,企画,きかく
N1,高频,喜ばしい,よろこばしい
N1,低频,喜劇,きげき
N2,高频,器用,きよう
N1,中频,気がかり,きがかり
N2,高频,気分転換,きぶんてんかん
N2,高频,規模,きぼ
N2,低频,貴重品,きちょうひん
N1,低频,起点,きてん
N1,中频,偽物,にせもの
N3,中频,丘,おか
N4,未分频,救急車,きゅうきゅうしゃ
N5,未分频,牛,うし
N2,低频,居酒屋,いざかや
N3,低频,共通点,きょうつうてん
N2,中频,協会,きょうかい
N1,低频,叫び声,さけびごえ
N2,中频,教員,きょういん
N2,低频,興味深い,きょうみぶかい
N1,中频,驚かす,おどろかす
N3,中频,曲げる,まげる
N1,中频,勤勉,きんべん
N2,高频,勤務,きんむ
N1,中频,緊急,きんきゅう
N1,高频,近々,ちかぢか
N2,中频,区切る,くぎる
N3,中频,空き,あき
N1,低频,空っぽ,からっぽ
N3,低频,空席,くうせき
N1,高频,隅,すみ
N2,低频,隅々,すみずみ
N1,中频,形状,けいじょう
N3,高频,掲示板,けいじばん
N2,高频,経費,けいひ
N3,中频,経由,けいゆ
N2,高频,欠かす,かかす
N3,中频,件,けん
N3,高频,建設,けんせつ
N2,高频,見た目,みため
N1,高频,見かける,みかける
N2,低频,原材料,げんざいりょう
N4,未分频,減る,へる
N2,低频,減点,げんてん
N3,低频,現存,げんそん
N3,低频,言い直す,いいなおす
N2,高频,個性,こせい
N1,高频,古代,こだい
N2,中频,語学力,ごがくりょく
N2,中频,光熱費,こうねつひ
N2,中频,公平,こうへい
N2,中频,口座,こうざ
N3,低频,向かい合う,むかいあう
N2,高频,好み,このみ
N3,高频,広告,こうこく
N3,中频,広場,ひろば
N2,中频,慌ただしい,あわただしい
N2,中频,考え直す,かんがえなおす
N2,低频,航空機,こうくうき
N3,中频,行き先,いきさき
N2,高频,行為,こうい
N2,高频,購入,こうにゅう
N3,低频,降り出す,ふりだす
N3,低频,降り続く,ふりつづく
N2,低频,高,こう
N2,高频,高まる,たかまる
N2,中频,豪華,ごうか
N2,低频,国産,こくさん
N1,中频,黒字,くろじ
N3,低频,今頃,いまごろ
N1,中频,恨む,うらむ
N3,高频,混ぜる,まぜる
N5,未分频,左側,ひだりがわ
N1,中频,差し込む,さしこむ
N2,低频,差出人,さしだしにん
N3,低频,再,さい
N2,低频,再会,さいかい
N5,未分频,最も,もっとも
N2,中频,最小限,さいしょうげん
N3,低频,最多,さいた
N3,低频,最中,さいちゅう
N2,中频,最低限,さいていげん
N2,高频,採用,さいよう
N2,高频,栽培,さいばい
N2,高频,災害,さいがい
N1,低频,災難,さいなん
N1,中频,在住,ざいじゅう
N2,低频,材質,ざいしつ
N3,高频,作り,つくり
N3,低频,作り出す,つくりだす
N2,中频,作り上げる,つくりあげる
N3,高频,作り直す,つくりなおす
N2,低频,残らず,のこらず
N3,中频,残業,ざんぎょう
N1,低频,使い道,つかいみち
N2,中频,使い分ける,つかいわける
N1,低频,刺さる,ささる
N3,高频,市役所,しやくしょ
N2,中频,市立,しりつ
N2,高频,思い切る,おもいきる
N3,中频,思える,おもえる
N1,高频,指先,ゆびさき
N2,低频,指定席,していせき
N2,低频,指名,しめい
N3,中频,支出,ししゅつ
N2,中频,視野,しや
N2,高频,試し,ためし
N3,中频,試食,ししょく
N2,低频,試着,しちゃく
N1,低频,歯ブラシ,はぶらし
N1,低频,寺院,じいん
N1,中频,持ち運ぶ,もちはこぶ
N3,中频,持ち帰り,もちかえり
N2,中频,持ち主,もちぬし
N3,中频,持ち物,もちもの
N3,中频,持ち歩く,もちあるく
N3,中频,時給,じきゅう
N3,低频,時刻表,じこくひょう
N3,中频,治す,なおす
N2,高频,治療,ちりょう
N4,未分频,自己紹介,じこしょうかい
N1,中频,自然科学,しぜんかがく
N3,中频,自慢,じまん
N2,中频,自由席,じゆうせき
N4,未分频,辞める,やめる
N3,中频,室内,しつない
N2,中频,湿度,しつど
N4,未分频,実は,じつは
N3,中频,実家,じっか
N1,中频,実生活,じっせいかつ
N2,中频,写し,うつし
N1,低频,社会科学,しゃかいかがく
N2,高频,社内,しゃない
N3,低频,車庫,しゃこ
N2,中频,車両,しゃりょう
N3,低频,借金,しゃっきん
N3,中频,若者,わかもの
N1,低频,弱み,よわみ
N1,中频,弱める,よわめる
N1,中频,主任,しゅにん
N2,高频,手元,てもと
N2,高频,手作り,てづくり
N2,高频,手数料,てすうりょう
N2,中频,手前,てまえ
N2,中频,手渡す,てわたす
N1,高频,手配,てはい
N3,低频,受かる,うかる
N3,高频,受け取る,うけとる
N3,中频,受け入れる,うけいれる
N2,低频,受信,じゅしん
N2,中频,寿命,じゅみょう
N1,低频,修める,おさめる
N3,高频,修理,しゅうり
N4,未分频,しまい,しまい
N3,低频,終点,しゅうてん
N3,低频,週刊誌,しゅうかんし
N5,未分频,週間,しゅうかん
N2,中频,充電,じゅうでん
N2,高频,従業員,じゅうぎょういん
N1,低频,重たい,おもたい
N2,高频,重視,じゅうし
N3,中频,出し合う,だしあう
N2,高频,出会い,であい
N3,低频,出国,しゅっこく
N3,低频,出入り,でいり
N2,高频,順に,じゅんに
N2,高频,初心者,しょしんしゃ
N3,中频,書き直す,かきなおす
N2,中频,書道,しょどう
N1,低频,書面,しょめん
N2,低频,勝負,しょうぶ
N1,低频,昇る,のぼる
N3,中频,笑い,わらい
N1,中频,笑い声,わらいごえ
N4,未分频,笑顔,えがお
N2,中频,衝突,しょうとつ
N2,低频,上等,じょうとう
N2,中频,上半身,じょうはんしん
N3,中频,上品,じょうひん
N2,低频,乗り継ぐ,のりつぐ
N2,中频,乗り降り,のりおり
N2,中频,乗車券,じょうしゃけん
N2,高频,職員,しょくいん
N3,中频,食後,しょくご
N1,低频,尻,しり
N3,中频,慎重,しんちょう
N3,中频,振り,ふり
N3,中频,振り込む,ふりこむ
N2,中频,新作,しんさく
N2,低频,新車,しんしゃ
N3,高频,新入,しんにゅう
N2,高频,深める,ふかめる
N2,中频,真っ暗,まっくら
N2,中频,神様,かみさま
N2,高频,親しむ,したしむ
N3,中频,親子,おやこ
N1,低频,親父,おやじ
N3,中频,診断,しんだん
N4,未分频,進める,すすめる
N3,中频,進んで,すすんで
